345.33	16.38
345.55	16.38
345.77	16.38
345.98	16.38
346.20	-8.19
346.42	-34.82
346.64	-73.73
346.86	-81.92
347.08	24.58
347.29	-20.48
347.51	-40.96
347.73	-63.49
347.95	-34.82
348.17	53.25
348.38	30.72
348.60	28.67
348.82	100.35
349.04	63.49
349.26	53.25
349.48	92.16
349.69	-10.24
349.91	47.10
350.13	4.10
350.35	20.48
350.57	83.97
350.78	-81.92
351.00	-51.20
351.22	-10.24
351.44	43.01
351.66	61.44
351.87	12.29
352.09	110.59
352.31	14.34
352.53	-18.43
352.75	51.20
352.96	77.82
353.18	-45.06
353.40	-2.05
353.62	40.96
353.84	-2.05
354.05	38.91
354.27	57.34
354.49	83.97
354.71	18.43
354.92	2.05
355.14	77.82
355.36	108.54
355.58	18.43
355.80	10.24
356.01	-12.29
356.23	8.19
356.45	-2.05
356.67	47.10
356.88	30.72
357.10	100.35
357.32	65.53
357.54	96.25
357.75	-6.14
357.97	-22.53
358.19	-38.91
358.41	79.87
358.62	110.59
358.84	49.15
359.06	49.15
359.28	79.87
359.49	34.82
359.71	47.10
359.93	73.73
360.15	-6.14
360.36	98.30
360.58	26.62
360.80	22.53
361.02	14.34
361.23	18.43
361.45	79.87
361.67	12.29
361.89	32.77
362.10	69.63
362.32	24.58
362.54	18.43
362.76	63.49
362.97	-12.29
363.19	38.91
363.41	8.19
363.63	-47.10
363.84	90.11
364.06	88.06
364.28	75.77
364.49	112.64
364.71	53.25
364.93	71.68
365.15	53.25
365.36	65.53
365.58	28.67
365.80	73.73
366.01	22.53
366.23	34.82
366.45	12.29
366.67	24.58
366.88	69.63
367.10	4.10
367.32	131.07
367.53	38.91
367.75	38.91
367.97	79.87
368.19	-24.58
368.40	92.16
368.62	104.45
368.84	-18.43
369.05	30.72
369.27	77.82
369.49	161.79
369.70	-18.43
369.92	53.25
370.14	90.11
370.35	-63.49
370.57	102.40
370.79	81.92
371.01	20.48
371.22	-12.29
371.44	49.15
371.66	34.82
371.87	34.82
372.09	8.19
372.31	83.97
372.52	63.49
372.74	77.82
372.96	112.64
373.17	69.63
373.39	90.11
373.61	10.24
373.82	0.00
374.04	65.54
374.26	63.49
374.47	145.41
374.69	180.22
374.91	24.58
375.12	55.30
375.34	-4.10
375.56	104.45
375.77	-30.72
375.99	110.59
376.21	53.25
376.42	141.31
376.64	190.46
376.86	90.11
377.07	49.15
377.29	120.83
377.50	67.58
377.72	83.97
377.94	63.49
378.15	100.35
378.37	63.49
378.59	143.36
378.80	43.01
379.02	81.92
379.24	69.63
379.45	122.88
379.67	43.01
379.88	135.17
380.10	133.12
380.32	28.67
380.53	149.50
380.75	141.31
380.97	157.69
381.18	96.25
381.40	36.86
381.61	102.40
381.83	71.68
382.05	192.51
382.26	61.44
382.48	40.96
382.70	161.79
382.91	124.93
383.13	102.40
383.34	75.77
383.56	135.17
383.78	18.43
383.99	112.64
384.21	38.91
384.42	118.78
384.64	100.35
384.86	120.83
385.07	98.30
385.29	157.69
385.50	165.89
385.72	98.30
385.94	86.01
386.15	157.69
386.37	135.17
386.58	61.44
386.80	92.16
387.02	155.65
387.23	94.21
387.45	169.98
387.66	178.17
387.88	196.61
388.09	79.87
388.31	131.07
388.53	116.73
388.74	174.08
388.96	51.20
389.17	174.08
389.39	135.17
389.60	88.06
389.82	100.35
390.04	43.01
390.25	196.61
390.47	165.89
390.68	124.93
390.90	172.03
391.11	36.86
391.33	157.69
391.55	143.36
391.76	59.39
391.98	274.43
392.19	116.73
392.41	192.51
392.62	221.18
392.84	229.37
393.05	151.55
393.27	122.88
393.49	112.64
393.70	167.93
393.92	124.93
394.13	169.98
394.35	147.45
394.56	188.41
394.78	94.21
394.99	110.59
395.21	102.40
395.42	225.28
395.64	106.49
395.86	114.69
396.07	194.56
396.29	98.30
396.50	147.45
396.72	301.05
396.93	129.02
397.15	126.97
397.36	223.23
397.58	131.07
397.79	196.61
398.01	182.27
398.22	190.46
398.44	163.84
398.65	208.89
398.87	163.84
399.08	212.99
399.30	169.98
399.51	268.28
399.73	188.41
399.94	233.47
400.16	182.27
400.37	217.08
400.59	188.41
400.80	174.08
401.02	165.89
401.23	165.89
401.45	260.09
401.66	182.27
401.88	208.89
402.09	206.84
402.31	155.65
402.52	239.61
402.74	182.27
402.95	280.57
403.17	280.57
403.38	282.62
403.60	225.28
403.81	256.00
404.03	217.08
404.24	237.56
404.46	239.61
404.67	247.80
404.89	272.38
405.10	299.00
405.32	245.76
405.53	217.08
405.75	282.62
405.96	112.64
406.18	319.48
406.39	292.86
406.61	264.19
406.82	227.32
407.03	198.65
407.25	327.67
407.46	313.34
407.68	325.63
407.89	266.24
408.11	309.24
408.32	243.71
408.54	276.48
408.75	296.96
408.97	325.63
409.18	454.65
409.40	380.92
409.61	155.65
409.82	350.20
410.04	309.24
410.25	286.72
410.47	258.04
410.68	372.73
410.90	333.82
411.11	348.15
411.33	360.44
411.54	393.21
411.75	225.28
411.97	354.30
412.18	294.91
412.40	323.58
412.61	325.63
412.83	333.82
413.04	335.87
413.25	364.54
413.47	409.59
413.68	227.32
413.90	397.31
414.11	378.87
414.33	421.88
414.54	380.92
414.75	313.34
