345.33	6.96
345.55	6.96
345.77	6.96
345.98	-0.06
346.20	-5.03
346.42	-1.93
346.64	-4.62
346.86	-3.39
347.08	2.69
347.29	0.18
347.51	-1.76
347.73	2.63
347.95	-2.46
348.17	-0.59
348.38	2.11
348.60	-2.22
348.82	0.76
349.04	6.09
349.26	11.88
349.48	17.67
349.69	24.69
349.91	31.48
350.13	29.96
350.35	30.43
350.57	25.80
350.78	23.52
351.00	21.65
351.22	21.06
351.44	21.83
351.66	30.95
351.87	22.64
352.09	22.24
352.31	26.16
352.53	25.80
352.75	18.90
352.96	17.09
353.18	12.52
353.40	23.23
353.62	28.73
353.84	30.72
354.05	30.54
354.27	34.23
354.49	37.62
354.71	40.67
354.92	38.38
355.14	44.18
355.36	45.52
355.58	42.36
355.80	46.11
356.01	37.86
356.23	40.37
356.45	42.25
356.67	46.11
356.88	33.76
357.10	39.44
357.32	36.45
357.54	41.31
357.75	40.49
357.97	46.17
358.19	37.04
358.41	47.16
358.62	49.27
358.84	51.78
359.06	53.89
359.28	54.94
359.49	52.02
359.71	52.37
359.93	46.05
360.15	44.18
360.36	45.23
360.58	40.26
360.80	38.44
361.02	36.51
361.23	36.92
361.45	40.67
361.67	38.09
361.89	37.04
362.10	42.95
362.32	44.53
362.54	47.81
362.76	47.63
362.97	49.85
363.19	51.49
363.41	43.30
363.63	35.40
363.84	30.90
364.06	31.71
364.28	33.41
364.49	36.75
364.71	38.91
364.93	48.57
365.15	56.64
365.36	53.72
365.58	55.06
365.80	53.01
366.01	53.07
366.23	51.37
366.45	47.92
366.67	50.67
366.88	53.83
367.10	49.09
367.32	54.53
367.53	45.06
367.75	48.04
367.97	47.51
368.19	44.06
368.40	44.29
368.62	47.45
368.84	46.46
369.05	53.42
369.27	48.80
369.49	56.06
369.70	55.65
369.92	55.70
370.14	50.56
370.35	45.99
370.57	48.39
370.79	54.01
371.01	46.93
371.22	48.33
371.44	57.87
371.66	57.75
371.87	66.35
372.09	57.69
372.31	57.99
372.52	60.62
372.74	59.04
372.96	57.69
373.17	69.75
373.39	67.64
373.61	71.21
373.82	73.96
374.04	75.07
374.26	77.47
374.47	73.79
374.69	68.93
374.91	68.34
375.12	67.00
375.34	65.94
375.56	62.73
375.77	59.98
375.99	60.97
376.21	61.03
376.42	54.48
376.64	59.74
376.86	60.80
377.07	71.85
377.29	79.23
377.50	84.79
377.72	84.84
377.94	90.46
378.15	92.86
378.37	95.14
378.59	89.35
378.80	88.94
379.02	87.18
379.24	94.56
379.45	90.58
379.67	91.57
379.88	87.71
380.10	88.65
380.32	87.77
380.53	88.36
380.75	84.03
380.97	96.66
381.18	94.73
381.40	100.82
381.61	104.50
381.83	105.97
382.05	106.38
382.26	106.96
382.48	106.03
382.70	113.57
382.91	110.88
383.13	112.76
383.34	108.54
383.56	107.26
383.78	106.08
383.99	107.66
384.21	107.37
384.42	110.59
384.64	110.94
384.86	119.31
385.07	122.59
385.29	120.95
385.50	119.31
385.72	121.18
385.94	118.96
386.15	120.36
386.37	117.67
386.58	125.22
386.80	125.22
387.02	129.43
387.23	128.85
387.45	127.03
387.66	127.38
387.88	130.84
388.09	122.53
388.31	129.78
388.53	125.16
388.74	119.25
388.96	126.21
389.17	125.04
389.39	123.00
389.60	129.26
389.82	129.96
390.04	137.86
390.25	150.85
390.47	156.35
390.68	160.62
390.90	173.26
391.11	176.42
391.33	175.36
391.55	169.40
391.76	157.23
391.98	162.49
392.19	161.20
392.41	151.90
392.62	150.44
392.84	157.58
393.05	161.85
393.27	170.04
393.49	164.36
393.70	166.06
393.92	169.16
394.13	171.80
394.35	169.28
394.56	169.92
394.78	174.14
394.99	178.88
395.21	186.77
395.42	190.99
395.64	189.41
395.86	190.81
396.07	187.07
396.29	190.87
396.50	185.31
396.72	178.41
396.93	178.11
397.15	180.28
397.36	186.60
397.58	193.91
397.79	191.05
398.01	199.06
398.22	203.98
