345.33	-12.29
345.55	-12.29
345.77	-12.29
345.98	61.44
346.20	65.54
346.42	-104.45
346.64	-79.87
346.86	-53.25
347.08	-53.25
347.29	4.10
347.51	-59.39
347.73	-34.82
347.95	0.00
348.17	-24.58
348.38	-6.14
348.60	-122.88
348.82	-47.10
349.04	-32.77
349.26	-57.34
349.48	38.91
349.69	26.62
349.91	112.64
350.13	114.69
350.35	88.06
350.57	163.84
350.78	106.49
351.00	75.77
351.22	47.10
351.44	182.27
351.66	169.98
351.87	32.77
352.09	2.05
352.31	30.72
352.53	36.86
352.75	120.83
352.96	-30.72
353.18	36.86
353.40	73.73
353.62	8.19
353.84	-10.24
354.05	172.03
354.27	-67.58
354.49	22.53
354.71	106.49
354.92	86.01
355.14	77.82
355.36	-59.39
355.58	55.30
355.80	167.93
356.01	73.73
356.23	69.63
356.45	94.21
356.67	83.97
356.88	73.73
357.10	75.77
357.32	71.68
357.54	98.30
357.75	71.68
357.97	-8.19
358.19	210.94
358.41	69.63
358.62	92.16
358.84	-55.30
359.06	43.01
359.28	86.01
359.49	129.02
359.71	163.84
359.93	4.10
360.15	55.30
360.36	75.77
360.58	69.63
360.80	210.94
361.02	108.54
361.23	83.97
361.45	77.82
361.67	14.34
361.89	77.82
362.10	90.11
362.32	100.35
362.54	129.02
362.76	114.69
362.97	51.20
363.19	135.17
363.41	190.46
363.63	163.84
363.84	83.97
364.06	67.58
364.28	90.11
364.49	73.73
364.71	141.31
364.93	200.70
365.15	-10.24
365.36	-20.48
365.58	169.98
365.80	77.82
366.01	196.61
366.23	114.69
366.45	126.97
366.67	159.74
366.88	145.41
367.10	149.50
367.32	120.83
367.53	198.65
367.75	102.40
367.97	167.93
368.19	51.20
368.40	153.60
368.62	65.53
368.84	159.74
369.05	102.40
369.27	106.49
369.49	141.31
369.70	188.41
369.92	149.50
370.14	147.45
370.35	69.63
370.57	141.31
370.79	135.17
371.01	88.06
371.22	86.01
371.44	192.51
371.66	151.55
371.87	92.16
372.09	178.17
372.31	139.26
372.52	-36.86
372.74	305.15
372.96	208.89
373.17	188.41
373.39	229.37
373.61	241.66
373.82	331.77
374.04	155.65
374.26	215.04
374.47	114.69
374.69	202.75
374.91	212.99
375.12	202.75
375.34	266.24
375.56	315.39
375.77	126.97
375.99	243.71
376.21	169.98
376.42	237.56
376.64	217.08
376.86	217.08
377.07	81.92
377.29	208.89
377.50	233.47
377.72	137.21
377.94	180.22
378.15	258.04
378.37	178.17
378.59	155.65
378.80	147.45
379.02	206.84
379.24	256.00
379.45	249.85
379.67	215.04
379.88	339.96
380.10	317.44
380.32	120.83
380.53	376.83
380.75	212.99
380.97	342.01
381.18	215.04
381.40	272.38
381.61	303.10
381.83	167.93
382.05	247.80
382.26	286.72
382.48	376.83
382.70	399.35
382.91	288.76
383.13	391.16
383.34	206.84
383.56	247.80
383.78	315.39
383.99	419.83
384.21	253.95
384.42	366.59
384.64	292.86
384.86	278.52
385.07	348.15
385.29	356.35
385.50	335.87
385.72	266.24
385.94	319.48
386.15	352.25
386.37	286.72
386.58	370.68
386.80	329.72
387.02	495.61
387.23	356.35
387.45	446.46
387.66	282.62
387.88	385.02
388.09	401.40
388.31	344.06
388.53	348.15
388.74	368.63
388.96	395.26
389.17	413.69
